"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08","WT09"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-11-30","5.9"," 1707","4.3",,,,"5.0","2.2","  110","  120","11.2","15.7","    1",,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-01","5.4"," 2029","1.8",,,,"6.1","0.6","  330","  330","9.4","13.0","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-02","4.9"," 0003","0.0",,,,"3.3","-0.5","  330","  330","9.8","13.4",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-03","5.6"," 0745","0.0",,,,"4.4","-1.0","  230","  200","9.4","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-04","5.4"," 1256","0.0",,,,"6.7","0.0","  290","  300","11.2","15.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-05","2.8"," 1413","0.0",,,,"7.8","-2.1","  200","  170","6.3","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-06","4.5"," 0658","0.0",,,,"6.1","-2.7","  350","   20","10.7","15.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-07","3.6"," 1208","0.0",,,,"3.9","-3.8","  200","  240","7.2","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-08","4.8"," 0652","0.0",,,,"8.9","1.7","  220","  170","9.8","16.1","    1",,,,"    1",
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-09","6.1"," 1721","0.5",,,,"9.4","-3.8","  270","  260","12.5","17.9","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-10","6.3"," 0214","0.0",,,,"-3.8","-9.3","  280","  270","9.4","14.3","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-11","3.8"," 0222","0.0",,,,"-3.8","-9.9","  260","  260","9.8","14.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-12","5.8"," 1345","0.0",,,,"7.8","-6.6","  200","  190","10.7","17.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-13","2.3"," 1129","0.0",,,,"7.2","1.1","  220","  170","4.5","7.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-14","4.0"," 1652","0.0",,,,"2.2","-3.2","  300","  300","8.1","11.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-15","2.9"," 0035","0.0",,,,"-2.7","-6.6","  300","  330","7.2","9.8","    1",,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-16","3.7"," 1846","0.0",,,,"-0.5","-3.8","  340","  360","6.3","8.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-17","5.6"," 1639","0.0",,,,"-0.5","-6.6","  280","  250","9.8","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-18","4.4"," 0603","0.0",,,,"-1.6","-10.5","  340","  340","9.8","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-19","4.2"," 0744","0.0",,,,"2.8","-8.8","  240","  210","8.1","12.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-20","2.4"," 1829","0.0",,,,"5.0","-4.3","  210","  150","4.5","8.5",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-21","3.9"," 0604","0.0",,,,"9.4","0.0","  210","  200","6.7","9.8",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-22","4.1"," 2234","0.0",,,,"11.7","0.0","  230","  210","7.6","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-23","3.4"," 1022","0.0",,,,"11.7","2.2","  250","  230","7.6","10.3",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-24","3.0"," 1721","0.0",,,,"12.8","-2.1","  190","  170","7.2","13.0",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-25","4.4"," 2242","0.0",,,,"16.1","4.4","  210","  200","7.6","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-26","4.9"," 0757","0.0",,,,"16.7","4.4","  230","  190","7.6","11.6",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-27","3.7"," 0623","0.0",,,,"4.4","-1.0","  280","  280","8.9","12.1",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-28","3.8"," 2105","3.8",,,,"10.6","-0.5","  130","  140","7.2","10.7",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-29","5.2"," 0516","21.6",,,,"14.4","8.9","  150","  160","10.7","15.2",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-30","8.7"," 2009","1.8",,,,"8.9","-2.1","  250","  260","15.7","21.9",,,,,,
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","2019-12-31","7.5"," 0127","0.0",,,,"-1.0","-3.2","  260","  270","13.9","22.8",,,,,,
